,MUENCHEN_cloud_cover,MUENCHEN_wind_speed,MUENCHEN_wind_gust,MUENCHEN_humidity,MUENCHEN_pressure,MUENCHEN_global_radiation,MUENCHEN_precipitation,MUENCHEN_sunshine,MUENCHEN_temp_mean,MUENCHEN_temp_min,MUENCHEN_temp_max,MUENCHEN_BBQ_weather
1577,3,3.6,12.0,0.6,1.0205,2.61,0.0,9.8,11.0,6.4,15.9,0
1578,3,2.1,6.3,0.59,1.0126,2.98,0.0,12.6,12.8,5.7,19.8,1
1580,6,2.5,13.2,0.4,1.0019,2.77,0.0,10.7,17.6,10.1,24.6,1
1581,5,2.3,9.7,0.47,0.9986,2.31,0.35,7.3,16.3,8.5,24.7,0
1582,7,2.5,8.6,0.77,1.0061,1.26,0.05,1.0,13.4,10.5,15.2,0
1588,7,5.3,15.2,0.78,1.0008,1.73,0.06,2.8,7.3,5.3,11.3,0
1590,8,4.9,15.7,0.75,1.0072,1.18,0.04,0.6,7.5,6.1,9.8,0
1591,7,2.4,7.8,0.8,1.0129,0.95,0.02,0.1,8.5,5.9,12.5,0
1592,5,1.8,7.0,0.66,1.0162,2.96,0.0,10.8,11.9,3.8,19.2,1
1593,4,2.0,8.5,0.72,1.0133,2.36,0.65,6.3,12.5,6.5,19.8,0
1594,8,2.9,8.4,0.85,1.0152,1.03,0.01,0.2,9.4,8.0,10.9,0
1595,6,1.9,6.8,0.69,1.0218,1.55,0.0,1.8,11.1,7.1,16.0,0
1596,5,2.1,8.2,0.61,1.0247,2.6,0.43,7.8,13.4,7.4,18.1,0
1597,5,2.8,12.2,0.71,1.0248,2.12,0.23,4.6,12.0,7.5,16.7,0
1598,2,1.7,7.0,0.63,1.0244,3.27,0.0,13.0,13.4,5.9,20.0,1
1601,2,2.3,7.8,0.53,1.0171,3.42,0.0,14.1,18.9,12.9,25.3,1
1603,7,2.9,8.8,0.77,1.0197,1.16,0.08,0.4,8.3,5.7,10.9,0
1604,4,3.9,12.5,0.57,1.0231,2.58,0.0,7.3,7.5,4.2,11.7,0
1605,2,2.1,10.0,0.53,1.0245,3.51,0.0,14.6,9.5,2.1,15.6,0
1606,1,2.0,8.1,0.53,1.0207,3.51,0.0,14.5,12.1,4.2,18.6,1
1607,3,2.1,10.1,0.54,1.0164,3.27,0.19,12.4,14.8,6.1,21.6,0
1608,7,1.5,5.3,0.78,1.0203,1.07,0.45,0.2,12.1,10.2,13.8,0
1609,6,2.0,9.4,0.77,1.0245,1.33,0.02,0.8,10.7,7.4,13.6,0
1610,2,2.5,8.8,0.61,1.0257,3.37,0.0,13.1,12.8,5.4,19.0,1
1611,3,3.1,10.5,0.48,1.0215,3.49,0.0,14.1,15.7,6.7,22.6,1
1612,7,2.5,15.6,0.77,1.0195,1.93,0.3,3.2,12.8,8.9,15.8,0
1616,7,2.6,8.0,0.8,1.0199,1.49,0.37,2.0,14.2,11.1,18.9,0
1617,7,3.1,9.1,0.86,1.0166,1.06,0.7,0.5,12.0,9.7,16.6,0
1618,4,1.9,5.6,0.75,1.0198,2.06,0.0,4.8,13.2,9.7,18.7,1
1620,1,2.2,7.8,0.57,1.0211,3.59,0.0,15.3,20.9,11.9,28.1,1
1621,5,2.9,8.5,0.46,1.0201,3.34,0.0,13.3,24.1,16.8,30.3,1
1622,6,2.8,9.2,0.53,1.0188,3.21,0.02,12.3,23.9,19.0,29.5,0
1626,4,2.3,8.8,0.66,1.0263,3.2,0.0,12.2,15.6,9.3,21.8,1
1627,6,2.3,8.9,0.63,1.0188,1.81,0.39,3.4,16.7,10.5,22.0,0
1628,5,3.3,9.8,0.68,1.0166,2.2,0.0,5.5,15.1,10.8,19.6,1
1629,2,3.3,11.2,0.55,1.0126,3.48,0.0,14.3,17.7,9.7,23.9,1
1630,6,3.3,15.0,0.69,1.0071,1.75,0.37,3.1,16.9,14.3,20.0,0
1631,7,2.9,15.2,0.77,1.0066,1.62,0.68,2.5,14.3,11.2,18.1,0
1635,7,4.0,14.9,0.71,1.0118,1.87,0.41,3.7,17.7,13.0,25.7,0
1636,3,5.0,16.1,0.57,1.0128,3.37,0.0,13.5,18.3,14.8,23.0,1
1638,2,1.8,7.3,0.53,1.0216,3.43,0.0,14.0,17.3,9.2,23.0,1
1639,6,3.0,12.1,0.54,1.0187,1.76,0.05,3.2,21.3,16.4,28.1,0
1640,4,3.4,10.5,0.6,1.0222,2.29,0.05,6.1,20.4,15.4,23.7,0
1641,3,2.7,11.4,0.49,1.0228,2.96,0.0,10.5,18.2,13.5,22.9,1
1642,4,2.0,6.7,0.48,1.0179,3.32,0.0,13.2,19.9,12.4,25.7,1
1645,4,3.9,16.1,0.57,1.0178,2.56,0.0,7.8,16.6,11.9,21.3,1
1646,3,2.5,8.5,0.44,1.0174,3.39,0.01,13.8,19.4,13.2,25.2,0
1647,5,3.9,17.7,0.59,1.0169,2.41,0.39,6.9,20.4,16.4,24.7,0
1648,7,2.1,7.0,0.82,1.0196,1.77,0.53,3.3,16.8,14.7,19.9,0
1649,7,3.2,8.6,0.79,1.0145,1.64,0.0,2.7,18.6,14.1,24.2,1
1651,6,4.2,15.1,0.67,1.0151,2.27,0.03,6.1,15.7,12.1,19.8,0
1652,6,2.9,10.1,0.68,1.0167,1.97,0.26,4.4,14.0,11.4,17.2,0
1653,5,3.0,14.7,0.74,1.0141,1.69,0.33,3.0,12.4,10.0,16.5,0
1655,7,3.2,8.8,0.83,1.0165,1.49,0.41,2.1,12.5,10.4,16.3,0
1656,8,2.5,8.1,0.72,1.0194,1.55,0.27,2.4,14.9,10.3,19.4,0
1658,4,2.0,5.9,0.7,1.0163,2.86,0.0,10.3,20.5,15.7,26.1,1
1659,2,2.0,11.7,0.67,1.0156,3.11,0.11,12.2,21.7,15.0,29.0,0
1661,4,2.1,5.8,0.67,1.0178,2.59,0.0,8.5,22.0,18.3,27.0,1
1662,5,2.6,16.5,0.69,1.0138,2.84,0.12,10.3,22.1,16.5,29.4,0
1663,4,1.9,5.9,0.63,1.0162,3.2,0.32,13.1,23.2,16.4,29.8,0
1664,3,2.6,14.8,0.66,1.0182,2.97,0.02,11.4,23.1,17.4,28.7,0
1665,6,2.1,15.1,0.69,1.0184,2.23,0.27,6.3,22.2,17.4,29.8,0
1667,5,1.9,7.0,0.7,1.0174,2.75,0.0,9.9,19.5,15.4,24.6,1
1668,7,2.4,11.0,0.77,1.0148,1.1,0.69,0.8,16.0,12.8,20.2,0
1669,5,2.3,7.0,0.71,1.0188,2.39,0.0,7.5,15.3,12.2,20.5,1
1670,2,2.0,7.4,0.6,1.0194,3.05,0.0,12.4,16.6,9.9,22.2,1
1671,1,3.0,11.1,0.6,1.0173,3.24,0.0,14.0,17.8,10.0,24.5,1
1672,1,1.8,6.6,0.6,1.0181,3.21,0.0,13.8,19.7,11.3,27.3,1
1673,3,1.5,17.0,0.58,1.0184,2.92,0.0,11.6,22.5,14.9,28.7,1
1675,4,1.8,6.2,0.64,1.0138,2.8,0.0,10.8,21.9,16.8,27.3,1
1676,1,1.6,6.9,0.55,1.0106,2.99,0.0,12.4,21.7,14.9,28.0,1
1677,2,2.3,9.0,0.56,1.01,3.07,0.0,13.1,21.9,14.9,28.8,1
1678,1,2.6,9.4,0.58,1.0096,3.11,0.0,13.6,22.3,15.2,29.0,1
1679,4,2.1,9.9,0.66,1.0124,2.53,0.55,9.1,22.4,16.6,28.9,0
1680,4,2.0,9.4,0.65,1.0125,2.76,0.0,10.9,23.1,17.3,28.9,1
1681,3,2.7,8.6,0.58,1.0108,3.03,0.0,13.2,22.0,15.4,27.8,1
1682,1,2.9,8.9,0.57,1.0118,3.09,0.0,13.8,22.2,15.0,28.3,1
1683,4,3.4,10.1,0.55,1.0113,2.72,0.0,10.9,22.5,15.6,28.9,1
1684,7,2.1,7.9,0.65,1.0117,1.32,0.0,2.0,22.1,18.3,26.0,1
1686,6,5.3,17.4,0.64,1.0116,1.89,0.13,5.2,18.5,14.8,23.2,0
1688,5,2.0,6.6,0.79,1.0205,2.1,0.44,6.7,17.5,14.2,23.6,0
1689,5,2.4,15.2,0.69,1.0132,2.46,0.09,9.4,19.4,11.9,27.4,0
1690,6,2.0,9.2,0.68,1.0099,2.31,0.01,8.4,20.7,16.0,26.8,0
1691,5,2.2,8.0,0.62,1.0097,2.48,0.0,9.8,22.7,16.1,30.5,1
1692,6,2.7,12.8,0.64,1.0126,2.1,0.6,7.0,21.6,17.0,27.5,0
1693,6,2.4,7.6,0.83,1.0129,1.05,0.42,1.1,17.3,16.0,19.1,0
1694,7,3.9,15.8,0.78,1.0157,0.79,0.05,0.3,14.8,13.1,17.7,0
1695,5,3.0,11.6,0.66,1.0224,2.09,0.0,7.2,15.0,11.0,19.5,1
1696,5,1.8,6.7,0.63,1.0189,2.38,0.0,9.5,18.6,11.0,27.1,1
1697,7,2.8,16.3,0.72,1.0154,1.32,0.23,2.5,18.3,15.1,21.7,0
1698,5,2.9,9.5,0.61,1.0134,2.0,0.31,6.8,18.1,14.7,22.9,0
1700,5,3.5,9.0,0.66,1.0168,2.21,0.0,8.6,16.5,12.5,21.2,1
1701,2,2.3,7.5,0.61,1.0144,2.64,0.0,12.4,19.1,13.4,25.9,1
1703,6,3.4,12.3,0.75,1.0152,1.66,0.26,4.9,17.1,14.0,22.9,0
1704,5,2.2,7.4,0.68,1.0178,1.61,0.0,4.6,15.2,11.5,19.0,1
1705,2,2.0,8.3,0.67,1.0181,2.28,0.0,9.9,15.3,9.1,21.3,1
1706,0,1.7,5.2,0.69,1.0189,2.57,0.0,12.8,16.7,8.6,25.1,1
1707,3,1.4,6.6,0.66,1.0227,2.39,0.34,11.2,20.2,11.8,28.3,0
1708,3,1.8,7.0,0.7,1.0267,2.26,0.0,10.1,20.8,15.2,26.5,1
1709,1,2.7,9.3,0.66,1.0261,2.48,0.0,12.5,19.1,12.8,25.5,1
1710,0,2.4,8.2,0.67,1.0234,2.46,0.0,12.5,18.1,11.3,25.6,1
1711,1,2.0,7.6,0.67,1.0255,2.44,0.0,12.4,17.7,10.9,25.6,1
1712,3,2.0,8.0,0.6,1.0279,2.26,0.0,10.8,17.3,10.5,24.5,1
1713,2,3.6,9.7,0.49,1.0281,2.42,0.0,12.6,15.9,9.4,22.1,1
1714,2,2.7,7.1,0.55,1.0228,2.34,0.0,12.0,16.5,8.6,25.2,1
1715,6,2.2,9.2,0.63,1.0192,1.62,0.09,5.5,19.8,12.6,26.8,0
1716,6,3.0,11.5,0.83,1.0185,0.81,0.44,0.6,16.3,12.6,19.0,0
1717,5,2.0,7.4,0.66,1.0163,1.93,0.0,8.5,16.6,11.0,23.2,1
1719,7,2.7,7.4,0.87,1.0189,0.66,0.1,0.2,14.1,11.8,15.2,0
1720,6,1.8,5.2,0.74,1.0252,1.01,0.0,1.7,12.8,9.3,16.8,0
1722,3,1.5,4.6,0.74,1.0196,2.17,0.0,11.9,14.7,6.3,22.9,1
1723,4,2.8,9.1,0.68,1.0176,1.9,0.01,9.2,16.8,10.5,23.5,0
1724,7,2.4,10.1,0.74,1.0172,1.17,0.0,3.0,16.6,14.0,20.8,1
1728,4,3.8,14.7,0.84,1.0131,1.23,0.24,3.8,9.0,7.3,13.1,0
1730,8,2.9,7.5,0.87,1.0231,0.48,0.04,0.0,8.4,6.6,9.6,0
1731,7,2.8,8.0,0.75,1.0233,0.81,0.08,1.2,11.6,8.7,15.0,0
1732,7,2.7,7.2,0.82,1.0208,1.05,0.0,2.8,13.5,10.7,17.3,0
1733,8,3.3,10.6,0.82,1.0176,0.65,0.45,0.5,13.9,11.4,17.0,0
1736,7,1.5,9.4,0.86,1.0222,0.86,0.05,1.8,13.4,9.2,16.6,0
1738,6,1.5,4.8,0.69,1.0194,1.53,0.0,8.1,16.0,8.3,25.2,1
1740,3,2.1,6.9,0.65,1.0169,1.47,0.14,7.8,18.4,13.2,24.6,0
1741,7,1.7,6.6,0.82,1.0192,0.83,0.09,1.9,14.6,12.1,17.6,0
1744,8,3.6,11.2,0.86,1.0142,0.4,0.0,0.0,8.4,6.9,9.1,0
1745,7,4.9,12.3,0.71,1.0199,0.45,0.0,0.1,6.8,4.0,10.1,0
1746,7,2.4,8.3,0.8,1.0226,0.59,0.0,0.7,4.2,2.0,8.1,0
1747,7,1.2,4.3,0.92,1.0193,0.58,0.0,0.7,5.1,1.9,7.9,0
1748,6,1.5,5.6,0.91,1.0107,1.11,0.5,5.1,7.7,4.5,13.2,0
1749,5,2.6,12.8,0.83,1.0038,1.1,0.28,5.2,9.7,6.0,14.6,0
1750,5,2.9,8.4,0.77,1.0044,0.76,0.0,2.1,6.7,4.0,10.5,0
1751,5,4.0,19.7,0.77,1.0076,0.8,0.33,2.5,6.6,3.1,11.2,0
1752,6,4.1,16.1,0.72,1.0125,0.93,0.01,3.8,9.0,4.3,11.9,0
1753,8,2.0,5.6,0.8,1.0129,0.43,0.02,0.2,8.3,2.9,11.0,0
1754,6,1.9,5.2,0.79,1.0095,0.93,0.35,4.0,13.6,8.9,19.2,0
1756,3,1.7,4.5,0.83,1.0199,1.06,0.0,5.8,13.7,9.1,20.0,1
1757,4,2.6,8.1,0.74,1.0182,1.26,0.0,8.6,15.3,10.2,21.6,1
1758,1,2.4,6.4,0.62,1.0147,1.33,0.0,9.9,15.9,10.0,25.2,1
1759,4,1.9,5.3,0.71,1.0135,1.07,0.01,6.5,14.8,9.7,20.9,0
1760,8,2.5,7.5,0.88,1.0119,0.31,0.06,0.0,10.3,8.4,12.0,0
1761,8,2.1,8.0,0.9,1.0073,0.31,0.0,0.0,9.7,8.0,11.3,0
1762,6,1.9,5.9,0.82,1.0036,0.66,0.0,2.2,11.6,9.4,15.6,0
1763,5,1.6,7.0,0.84,1.0013,0.81,0.0,3.9,11.2,7.6,15.8,0
1764,6,1.9,9.6,0.85,1.0084,0.88,0.0,4.8,10.1,6.2,15.4,0
1765,8,2.6,9.1,0.94,1.0157,0.29,0.5,0.0,8.4,6.3,9.4,0
1766,8,3.0,11.6,0.91,1.0154,0.28,0.0,0.0,9.7,8.8,10.5,0
1767,8,2.4,8.7,0.89,1.0175,0.28,0.0,0.0,10.4,9.5,11.3,0
1768,8,2.0,7.1,0.93,1.02,0.28,0.0,0.0,10.2,9.4,11.0,0
1769,8,1.7,5.5,0.9,1.0213,0.52,0.0,1.4,10.7,8.4,13.9,0
1770,8,2.2,7.4,0.92,1.0254,0.27,0.42,0.0,9.0,6.2,11.4,0
1771,7,3.1,8.8,0.78,1.0238,0.6,0.25,2.3,6.4,5.1,8.4,0
1772,8,2.5,11.2,0.91,1.0201,0.26,0.5,0.0,3.5,0.9,5.3,0
1773,7,1.9,8.6,0.91,1.0184,0.41,0.19,0.7,1.9,0.0,4.0,0
1774,8,2.7,7.7,0.94,1.0115,0.29,0.45,0.1,0.3,-0.1,0.8,0
1775,8,1.8,4.7,0.81,1.0117,0.54,0.05,2.0,0.8,-0.8,2.7,0
1777,8,2.2,7.8,0.9,1.0224,0.24,0.01,0.0,1.6,1.0,2.5,0
1778,8,3.5,11.2,0.91,1.0235,0.24,0.52,0.0,2.1,0.9,3.3,0
1779,6,2.7,8.1,0.8,1.0298,0.61,0.0,3.1,0.4,-3.4,3.6,0
1780,1,1.4,5.1,0.88,1.0294,0.89,0.0,7.6,-1.9,-5.0,3.0,0
1781,7,3.3,8.4,0.81,1.03,0.23,0.0,0.0,0.4,-2.9,3.0,0
1782,8,5.2,14.9,0.73,1.0272,0.23,0.01,0.0,5.0,2.0,7.4,0
1786,3,3.9,13.9,0.6,1.0283,0.76,0.34,6.3,0.7,-1.3,3.9,0
1789,1,1.8,4.9,0.79,1.0339,0.85,0.0,8.3,1.3,-1.6,5.5,0
1790,4,1.7,6.3,0.87,1.0306,0.74,0.0,6.3,-0.3,-2.4,5.4,0
1791,4,2.6,9.1,0.8,1.0269,0.78,0.01,7.2,3.8,-3.6,10.0,0
1792,8,3.1,10.5,0.82,1.0255,0.2,0.02,0.0,6.5,4.8,7.9,0
1793,7,1.5,4.8,0.75,1.0187,0.34,0.0,0.9,4.6,0.3,7.0,0
1794,8,2.3,10.1,0.83,1.0155,0.2,0.0,0.0,4.5,2.9,5.9,0
1796,4,1.5,5.8,0.84,1.0114,0.5,0.0,2.8,2.6,-1.1,6.1,0
1798,7,1.5,7.4,0.9,1.0213,0.46,0.0,2.3,3.1,-0.5,6.7,0
1799,8,2.3,7.3,0.9,1.0296,0.24,0.0,0.1,3.7,3.0,5.4,0
1800,8,2.0,5.6,0.92,1.0306,0.2,0.0,0.0,1.2,0.5,3.3,0
1801,6,1.8,5.9,0.84,1.0317,0.39,0.0,1.5,1.7,0.2,4.5,0
1802,8,2.2,6.1,0.92,1.0314,0.2,0.0,0.0,-0.3,-1.0,0.4,0
1803,8,2.7,7.8,0.91,1.0322,0.2,0.0,0.0,-1.3,-2.0,-0.5,0
1804,6,2.8,8.0,0.9,1.0292,0.25,0.0,0.2,-1.6,-4.1,-0.2,0
1805,8,1.7,4.6,0.93,1.0285,0.19,0.0,0.0,-3.3,-4.7,-2.3,0
1806,8,1.4,3.6,0.91,1.0299,0.19,0.0,0.0,-3.1,-4.1,-1.9,0
1807,8,1.6,5.2,0.91,1.0321,0.19,0.0,0.0,-3.3,-4.2,-2.3,0
1808,6,1.1,3.3,0.89,1.0328,0.62,0.0,5.7,-2.2,-4.1,2.5,0
1809,5,1.0,2.6,0.96,1.0326,0.53,0.0,3.9,-2.6,-4.7,1.5,0
1810,5,1.1,2.8,0.94,1.0297,0.62,0.0,5.8,-3.6,-5.5,0.0,0
1811,2,1.3,3.9,0.85,1.0201,0.69,0.0,7.3,-2.4,-7.5,3.1,0
1816,5,1.2,3.3,0.84,1.0264,0.56,0.0,4.5,-4.9,-10.1,1.0,0
1817,7,3.1,10.2,0.76,1.0259,0.62,0.0,5.7,-3.1,-5.2,0.3,0
1820,5,2.6,9.9,0.67,1.0012,0.67,0.0,6.7,5.2,1.4,10.2,0
1821,8,2.3,6.0,0.93,1.0009,0.19,0.48,0.0,1.5,0.5,2.9,0
1822,8,2.8,6.5,0.94,1.0134,0.19,0.24,0.0,0.2,-0.2,0.7,0
1823,8,2.1,9.8,0.85,1.0126,0.19,0.3,0.0,0.6,-0.2,1.7,0
1824,6,3.3,9.6,0.89,1.0256,0.25,0.16,0.2,0.2,-0.8,1.1,0
1825,4,1.9,5.4,0.8,1.0356,0.7,0.0,7.3,-0.3,-3.1,2.7,0
1826,7,3.0,8.1,0.76,1.0304,0.41,0.1,1.8,1.4,-3.3,5.6,0
1827,7,3.9,12.4,0.8,1.0271,0.32,0.04,0.8,5.0,3.1,7.1,0
1831,4,3.8,13.4,0.59,1.03,0.63,0.3,5.3,4.8,-1.1,8.2,0
1833,3,2.4,6.9,0.71,1.0341,0.76,0.0,7.9,5.7,3.0,10.7,0
1834,2,4.0,13.9,0.48,1.0253,0.79,0.1,8.3,8.4,1.3,16.1,0
1835,8,3.7,10.9,0.78,1.0298,0.27,0.0,0.2,7.8,6.0,9.6,0
1837,1,2.4,9.4,0.65,1.0306,0.74,0.0,6.9,5.7,2.5,11.0,0
1838,6,2.5,7.4,0.63,1.0274,0.62,0.37,4.4,6.2,1.8,11.2,0
1839,6,3.5,13.7,0.78,1.0292,0.54,0.0,3.0,4.3,1.7,6.3,0
1840,4,2.3,7.6,0.78,1.0328,0.49,0.0,2.3,0.6,-3.2,4.2,0
1841,2,2.3,8.7,0.76,1.0323,0.82,0.0,8.0,-1.1,-4.0,3.5,0
1842,1,1.4,3.9,0.74,1.0306,0.85,0.0,8.5,-2.0,-6.2,4.8,0
1843,0,1.1,3.5,0.74,1.0262,0.86,0.0,8.5,-1.1,-6.3,7.1,0
1844,7,2.9,16.0,0.58,1.0074,0.29,0.19,0.2,2.6,-0.7,6.7,0
1845,7,4.9,12.9,0.73,1.0143,0.49,0.0,2.0,1.2,0.1,3.1,0
1848,5,5.3,14.1,0.82,1.0166,0.31,0.09,0.2,0.3,-0.4,1.7,0
1849,4,2.8,8.7,0.8,1.0188,0.55,0.19,2.4,-1.1,-2.5,1.6,0
1850,8,4.0,12.4,0.83,1.0146,0.38,0.28,0.6,-2.9,-4.4,-1.6,0
1851,7,2.7,6.6,0.88,1.0181,0.25,0.24,0.0,-5.0,-6.6,-3.9,0
1852,8,3.1,9.2,0.85,1.0203,0.32,0.32,0.2,-6.6,-8.6,-4.1,0
1853,7,2.5,6.3,0.8,1.0203,0.47,0.03,1.2,-8.7,-10.3,-6.8,0
1854,5,1.9,5.0,0.79,1.0174,0.68,0.01,3.6,-9.2,-11.2,-5.6,0
1856,5,1.6,5.1,0.68,1.0328,0.98,0.01,8.2,-7.1,-9.4,-3.1,0
1858,6,4.2,13.3,0.88,1.0226,0.52,0.11,1.4,-0.3,-1.4,1.2,0
1860,8,3.6,10.4,0.92,1.0304,0.29,0.28,0.0,1.1,0.5,1.8,0
1861,4,2.6,7.6,0.82,1.0335,0.83,0.0,4.8,-0.4,-5.5,2.1,0
1862,3,2.5,7.1,0.78,1.0293,1.04,0.0,7.8,-5.0,-9.5,0.2,0
1863,7,1.5,4.2,0.8,1.0297,0.56,0.0,1.4,-6.4,-10.9,-0.8,0
1864,1,1.6,4.7,0.8,1.0304,1.13,0.0,9.0,-6.3,-10.7,0.0,0
1865,2,1.2,4.3,0.71,1.0322,1.1,0.0,8.1,-2.0,-10.2,8.4,0
1866,5,1.5,4.6,0.68,1.0337,0.91,0.0,5.1,1.7,-4.2,8.3,0
1867,5,4.3,15.5,0.69,1.0324,0.83,0.59,3.9,3.1,-1.4,7.6,0
1871,7,4.9,12.9,0.82,1.0038,0.67,0.25,1.8,-0.8,-1.9,1.4,0
1872,6,3.5,9.7,0.83,1.0081,0.95,0.31,4.7,-2.3,-3.8,-0.6,0
1874,8,2.0,4.4,0.87,1.0236,0.36,0.01,0.0,-2.7,-4.0,-1.3,0
1875,8,1.5,5.6,0.82,1.0223,0.36,0.0,0.0,-2.4,-3.2,-1.2,0
1876,6,3.1,7.6,0.77,1.0123,0.81,0.22,2.6,-1.8,-4.3,1.2,0
1877,8,2.1,5.5,0.84,1.0091,0.37,0.06,0.0,-1.3,-3.5,0.7,0
1879,8,2.4,6.9,0.86,1.0047,0.48,0.18,0.2,-2.7,-4.7,-0.7,0
1880,5,1.6,6.5,0.8,1.0102,1.1,0.0,5.2,-3.9,-7.4,0.6,0
1881,4,2.0,7.4,0.83,1.0148,1.25,0.0,6.8,-4.8,-8.3,-0.1,0
1882,7,1.4,4.3,0.8,1.0165,0.87,0.0,2.6,-5.1,-10.2,-0.1,0
1883,8,1.7,4.6,0.69,1.0139,0.41,0.05,0.0,-3.5,-5.0,-2.7,0
1884,8,3.8,10.9,0.78,1.0141,0.41,0.39,0.0,-6.2,-10.3,-4.3,0
1887,4,1.2,4.1,0.65,1.0104,1.7,0.0,10.3,-6.2,-13.4,1.6,0
1888,6,2.1,6.4,0.62,1.0095,1.53,0.0,8.2,-3.0,-9.8,2.5,0
1889,3,1.9,5.9,0.64,1.0122,1.7,0.01,9.9,-3.9,-8.4,0.7,0
1890,8,1.5,5.3,0.77,1.0068,0.65,0.11,0.7,-2.2,-5.1,0.7,0
1891,7,2.6,6.8,0.74,1.0167,1.19,0.0,4.5,-4.7,-7.6,-2.4,0
1892,7,4.5,12.6,0.7,1.0232,1.21,0.11,4.5,-5.1,-8.0,-2.1,0
1894,8,5.0,13.6,0.89,1.0257,0.47,0.48,0.0,0.8,0.3,1.6,0
1895,5,2.3,9.2,0.82,1.0292,0.84,0.0,1.5,-1.4,-4.1,0.9,0
1896,5,5.3,17.6,0.71,1.0165,1.45,0.0,6.1,0.0,-6.9,4.8,0
1898,4,4.4,12.4,0.65,1.0146,1.73,0.03,8.5,0.9,-2.9,4.9,0
1899,6,1.6,6.2,0.62,1.0177,1.89,0.05,9.9,2.1,-4.6,8.1,0
1900,3,3.1,10.5,0.66,1.0246,1.72,0.0,8.0,7.3,2.6,12.0,0
1901,1,3.0,7.2,0.43,1.0286,2.12,0.0,11.8,11.2,5.4,17.9,0
1904,8,3.6,10.8,0.78,1.0235,0.54,0.11,0.0,10.5,5.6,12.8,0
1906,2,2.7,6.8,0.65,1.0193,2.17,0.0,11.3,5.3,0.1,11.6,0
1907,6,2.3,6.0,0.63,1.0163,2.16,0.07,11.0,7.5,0.1,14.4,0
1908,7,2.5,6.9,0.83,1.0198,0.77,0.1,0.6,11.5,8.1,15.0,0
1909,6,1.8,5.6,0.84,1.0182,1.59,0.08,5.6,10.3,6.3,16.2,0
1910,7,2.3,7.4,0.89,1.0178,0.79,0.37,0.6,9.3,5.2,12.1,0
1911,7,2.2,8.0,0.87,1.0109,1.51,0.0,4.8,8.6,4.1,13.2,0
1912,7,1.4,5.2,0.87,1.0076,0.86,0.0,0.8,9.3,7.7,11.6,0
1913,7,2.5,10.7,0.79,1.0128,0.73,0.54,0.3,10.5,8.5,14.1,0
1914,6,1.9,6.4,0.7,1.0135,1.45,0.05,4.1,11.8,8.4,16.3,0
1916,4,2.6,7.6,0.66,1.0216,2.04,0.0,8.4,9.1,5.3,13.8,0
1917,0,3.6,10.1,0.49,1.0269,2.49,0.0,12.3,6.8,1.8,12.3,0
1918,0,3.1,9.5,0.48,1.0243,2.53,0.0,12.5,8.6,0.9,16.2,0
1919,1,1.9,7.3,0.49,1.0243,2.49,0.0,11.9,10.6,1.6,18.8,1
1920,1,1.8,6.2,0.45,1.0246,2.54,0.0,12.2,11.7,4.5,19.2,1
1921,4,3.6,13.8,0.49,1.0252,2.26,0.0,9.6,12.3,7.1,18.1,1
1922,5,2.1,8.9,0.53,1.0208,2.26,0.0,9.4,14.0,8.3,19.1,1
1923,8,3.1,11.7,0.54,1.0096,1.17,0.0,1.8,13.5,10.4,16.5,0
1926,7,1.9,6.3,0.66,1.0257,1.31,0.0,2.4,4.1,0.1,6.7,0
1928,6,3.3,14.5,0.66,1.0182,2.08,0.02,7.3,9.8,5.3,14.4,0
1929,7,1.7,5.0,0.68,1.0126,1.38,0.0,2.6,10.6,7.1,14.1,0
1930,1,2.1,7.8,0.67,1.0079,2.53,0.0,10.6,12.0,5.5,18.8,1
1931,2,2.4,7.4,0.55,1.0032,2.63,0.0,11.3,15.2,9.8,20.8,1
1932,7,3.3,12.2,0.57,0.9967,2.07,0.0,6.8,14.0,7.9,19.1,1
1933,7,4.0,12.5,0.64,0.9975,2.56,0.44,10.5,9.7,5.6,14.9,0
1937,3,2.5,8.1,0.57,1.0176,2.48,0.0,9.4,5.4,1.9,9.3,0
1938,0,2.1,6.2,0.47,1.0172,3.0,0.0,13.5,7.3,0.4,13.3,0
1939,5,2.1,9.8,0.59,1.0138,2.31,0.0,7.9,9.6,1.2,16.3,0
1940,8,1.8,6.6,0.71,1.0112,1.36,0.02,2.0,12.4,8.3,16.9,0
1942,7,3.6,11.4,0.76,1.0159,1.49,0.12,2.6,11.0,8.0,15.3,0
1943,7,3.4,17.0,0.8,1.0192,0.85,0.16,0.1,10.0,8.2,12.8,0
1944,4,2.1,7.0,0.62,1.0231,2.78,0.0,11.0,12.2,6.5,17.6,0
1945,7,2.3,8.1,0.63,1.0214,1.13,0.06,0.9,14.7,11.7,18.1,0
1946,6,2.2,7.2,0.6,1.0166,2.78,0.0,10.8,17.8,11.5,23.9,1
1947,4,2.2,8.4,0.55,1.0137,2.87,0.0,11.1,19.7,11.2,26.8,1
1948,4,1.9,6.9,0.47,1.0145,2.96,0.0,11.8,21.5,12.6,29.4,1
1949,8,3.0,15.8,0.67,1.0157,1.52,0.41,2.0,16.8,12.3,21.1,0
1950,6,4.4,14.2,0.76,1.0145,1.97,0.37,4.3,12.6,9.5,18.1,0
1954,6,4.1,15.2,0.71,1.0128,2.29,0.69,6.1,7.0,4.1,11.1,0
